model,provider,lat_mean_ms,lat_p50_ms,lat_p90_ms,lat_p99_ms,format,mean_ms,speedup_vs_fp32_cpu,speedup_vs_fp32_cuda,speedup_vs_fp32_tensorrt
fp32,cpu,24.95361328125,24.337291717529297,26.804399490356445,31.76445007324218,fp32,24.95361328125,1.0,0.11818078282457685,1.0488264051951863
fp32,cuda,2.949037551879883,2.599954605102539,4.260516166687012,4.51521635055542,fp32,2.949037551879883,8.461612591315822,1.0,8.874762716304097
fp32,tensorrt,26.172008514404297,24.98006820678711,29.333162307739254,34.79490280151367,fp32,26.172008514404297,0.9534466285809234,0.1126790689471471,1.0
fp16,cpu,41.46672248840332,41.469454765319824,42.94583797454834,44.59343194961548,fp16,41.46672248840332,0.6017744298028036,0.0711181731979087,0.6311569119484575
fp16,cuda,3.38803768157959,2.098202705383301,3.039979934692383,18.034980297088623,fp16,3.38803768157959,7.365211259874768,0.8704264323603881,7.724828049197563
fp16,tensorrt,41.37612342834473,40.74442386627197,45.143818855285645,50.75157165527342,fp16,41.37612342834473,0.6030921027308112,0.07127389681604739,0.6325389221087627
dynamic_int8,cpu,9.536685943603516,8.890032768249512,12.084150314331056,15.271821022033688,dynamic_int8,9.536685943603516,2.6165916995501974,0.3092308553851323,2.7443504661027966
dynamic_int8,cuda,23.23847770690918,23.447751998901367,29.633522033691406,33.404412269592285,dynamic_int8,23.23847770690918,1.0738058489016638,0.1269032158248079,1.1262359283810974
dynamic_int8,tensorrt,9.425582885742188,8.932352066040039,10.856270790100098,13.694331645965574,dynamic_int8,9.425582885742188,2.6474344964911003,0.3128758812721077,2.776699205944489
